F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20
11	33	2	1	3	False	['AUX', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'SPACE', 'PRON', 'SPACE']	False	False	1	False	False	False	True	0	18	False	dobj	False	False
28	52	3	2	3	False	['CCONJ', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADV', 'PUNCT', 'SPACE']	False	False	1	False	False	False	True	0	18	False	dobj	False	False
34	35	2	4	0	False	['VERB', 'SPACE', 'ADP', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	pobj	False	False
22	29	2	2	1	False	['PUNCT', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'SCONJ', 'SPACE', 'PRON']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
1	8	1	0	1	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'VERB']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
1	16	1	0	0	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'ADJ']	False	False	3	False	False	False	False	0	5	False	nsubj	False	False
5	17	3	1	1	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'DET']	False	False	0	False	False	False	False	0	1	False	dobj	False	False
10	15	2	1	1	False	['ADV', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'NOUN']	False	False	0	False	False	False	False	0	1	False	dobj	False	False
1	21	2	0	4	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'VERB', 'SPACE', 'PRON']	False	False	0	False	False	False	False	0	16	False	nsubj	False	False
1	21	2	0	4	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'VERB', 'SPACE', 'PRON']	False	False	0	False	False	False	False	0	16	False	nsubj	False	False
17	21	2	3	0	False	['ADP', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'SPACE', 'X', 'PUNCT']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
8	15	2	1	1	False	['PUNCT', 'SPACE', 'CCONJ', 'SPACE', 'SPACE', 'VERB', 'SPACE', 'DET']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
1	49	2	0	7	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'ADV']	False	False	1	False	False	False	True	0	36	False	nsubj	False	False
1	24	3	0	2	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'PUNCT', 'SPACE']	False	False	2	False	False	False	True	0	4	False	nsubj	False	False
5	8	1	0	0	False	['SCONJ', 'SPACE', 'AUX', 'SPACE', 'SPACE', 'ADV', 'PUNCT', 'ABS']	False	False	0	False	False	False	False	0	0	False	attr	False	False
40	71	3	5	4	False	['CCONJ', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'DET']	False	False	1	False	False	False	True	0	1	False	dobj	False	False
40	71	3	5	4	False	['CCONJ', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'DET']	False	False	1	False	False	False	True	0	1	False	dobj	False	False
15	30	1	2	1	False	['ADJ', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'VERB']	False	False	0	False	False	False	False	0	9	False	nsubjpass	False	False
28	33	2	4	1	False	['AUX', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'PRON']	False	False	0	False	False	False	False	0	1	False	dobj	False	False
5	12	1	1	1	False	['PROPN', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'ADJ']	False	False	1	False	False	False	True	0	1	False	dobj	False	False
28	35	2	2	1	False	['ADP', 'SPACE', 'ADP', 'SPACE', 'SPACE', 'SCONJ', 'SPACE', 'PRON']	False	False	0	False	False	False	False	0	0	False	pobj	False	False
18	29	2	3	0	False	['PUNCT', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADV', 'SPACE', 'ADV']	False	False	1	False	False	False	False	0	0	False	dobj	False	False
64	71	6	8	1	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADV', 'SPACE', 'ADP']	False	False	0	False	False	False	False	0	3	False	dobj	False	False
11	14	1	2	0	False	['VERB', 'SPACE', 'ADP', 'SPACE', 'SPACE', 'ADV', 'PUNCT', 'ABS']	False	False	0	False	False	False	False	0	0	False	pobj	False	False
11	51	4	1	6	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'DET']	False	False	2	False	False	False	True	0	1	False	dobj	False	False
11	51	4	1	6	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'DET']	False	False	2	False	False	False	True	0	1	False	dobj	False	False
26	36	3	3	2	False	['ADV', 'SPACE', 'ADJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'DET']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
63	68	5	9	1	False	['NOUN', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'VERB', 'SPACE', 'NOUN']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
19	26	3	1	1	False	['AUX', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'PRON']	False	False	0	False	False	False	False	0	1	False	dobj	False	False
8	9	1	1	0	False	['AUX', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
11	12	1	1	0	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
12	29	3	1	2	False	['ADV', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'SPACE', 'ADV', 'PUNCT']	False	False	0	False	False	False	False	0	13	False	dobj	False	False
12	29	3	1	2	False	['ADV', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'SPACE', 'ADV', 'PUNCT']	False	False	0	False	False	False	False	0	13	False	dobj	False	False
16	28	3	3	1	False	['PROPN', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'SPACE', 'CCONJ', 'SPACE']	False	False	0	False	False	False	False	0	10	False	dobj	False	False
5	18	3	1	1	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'SPACE', 'ADV', 'SPACE']	False	False	0	False	False	False	False	0	4	False	dobj	False	False
3	11	1	0	0	False	['ABS', 'ABS', 'CCONJ', 'SPACE', 'AUX', 'SPACE', 'PART', 'SPACE']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
7	8	1	1	0	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
14	25	2	1	1	False	['SPACE', 'VERB', 'PUNCT', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'DET']	False	False	1	False	False	False	True	0	0	False	nsubj	False	False
23	24	1	2	0	False	['AUX', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
1	36	1	0	4	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'ADJ']	False	False	1	False	False	False	False	0	5	False	nsubj	False	False
1	36	1	0	4	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'ADJ']	False	False	1	False	False	False	False	0	5	False	nsubj	False	False
20	30	3	2	1	False	['PART', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'SPACE', 'ADV', 'SPACE']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
9	16	1	1	1	False	['AUX', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADV', 'SPACE', 'ADP']	False	False	0	False	False	False	False	0	3	False	dobj	False	False
5	10	1	0	0	False	['CCONJ', 'SPACE', 'ADV', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'VERB']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
1	14	2	0	1	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'VERB']	False	False	0	False	False	False	False	0	0	False	nsubjpass	False	False
1	14	2	0	1	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'VERB']	False	False	0	False	False	False	False	0	0	False	nsubjpass	False	False
1	10	1	0	1	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'VERB']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
19	22	1	2	0	False	['VERB', 'SPACE', 'ADP', 'SPACE', 'SPACE', 'PRON', 'PUNCT', 'ABS']	False	False	0	False	False	False	False	0	0	False	pobj	False	False
5	6	1	1	0	False	['PRON', 'SPACE', 'AUX', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
1	24	1	0	2	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'AUX']	False	False	0	False	False	False	False	0	11	False	nsubjpass	False	False
1	26	2	0	3	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'VERB', 'SPACE', 'ADV']	False	False	0	False	False	False	False	0	5	False	nsubj	False	False
1	39	3	0	5	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'VERB']	False	False	0	False	False	False	False	0	5	False	nsubjpass	False	False
11	12	1	1	0	False	['VERB', 'SPACE', 'ADP', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	pobj	False	False
65	70	6	7	0	False	['VERB', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'VERB', 'SPACE', 'ADJ']	False	False	1	False	False	False	False	0	0	False	nsubj	False	False
16	35	6	1	2	False	['ADV', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'DET']	False	False	0	False	False	False	False	0	1	False	dobj	False	False
9	10	1	1	0	False	['PART', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
1	20	1	0	1	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'DET']	False	False	1	False	False	False	False	0	11	False	nsubj	False	False
7	26	1	1	3	False	['VERB', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'VERB', 'SPACE', 'DET']	False	False	1	False	False	False	True	0	7	False	nsubj	False	False
15	34	2	2	1	False	['ADV', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'ADV']	False	False	1	False	False	False	True	0	9	False	nsubjpass	False	False
6	118	8	0	14	False	['PUNCT', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'AUX']	False	False	4	False	False	False	True	0	29	False	nsubjpass	False	False
6	118	8	0	14	False	['PUNCT', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'AUX']	False	False	4	False	False	False	True	0	29	False	nsubjpass	False	False
13	18	1	1	0	False	['PART', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADV', 'SPACE', 'ADV']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
54	57	4	6	0	False	['CCONJ', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADV', 'PUNCT', 'ABS']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
3	14	1	0	0	True	['ABS', 'ABS', 'ADP', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'ADP']	False	False	1	False	False	False	False	0	3	False	nsubj	False	False
1	6	1	0	1	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'VERB', 'SPACE', 'PRON']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
1	16	1	0	2	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'DET']	False	False	1	False	False	False	True	0	7	False	nsubj	False	False
16	52	3	2	5	False	['SPACE', 'NOUN', 'PUNCT', 'SPACE', 'SPACE', 'VERB', 'SPACE', 'ADP']	False	False	0	False	False	False	False	0	3	False	nsubj	False	False
19	26	1	2	0	False	['NOUN', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'AUX']	False	False	0	False	False	False	False	0	0	False	nsubjpass	False	False
1	39	4	0	4	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'VERB']	False	False	2	False	False	False	True	0	5	False	nsubj	False	False
32	35	2	5	0	False	['CCONJ', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'VERB', 'PUNCT', 'ABS']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
1	42	2	0	2	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'AUX']	False	False	0	False	False	False	False	0	7	False	nsubjpass	False	False
15	16	1	1	0	False	['PART', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
7	14	1	1	1	False	['PROPN', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'DET']	False	False	0	False	False	False	False	0	1	False	dobj	False	False
20	23	2	3	0	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADV', 'PUNCT', 'ABS']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
29	43	4	4	2	False	['NOUN', 'SPACE', 'ADP', 'SPACE', 'PUNCT', 'SPACE', 'AUX', 'SPACE']	False	False	0	False	False	False	False	0	0	False	pobj	False	False
24	53	4	3	3	False	['PUNCT', 'SPACE', 'CCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'AUX']	False	False	2	False	False	False	True	0	9	False	nsubj	False	False
41	44	2	5	0	False	['PART', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADV', 'PUNCT', 'ABS']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
49	54	7	6	0	False	['PUNCT', 'SPACE', 'CCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'VERB']	False	False	0	False	False	False	False	0	0	False	nsubjpass	False	False
30	31	2	3	0	False	['ADJ', 'SPACE', 'ADP', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	pobj	False	False
18	19	2	3	0	False	['ADV', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
1	18	1	0	3	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'VERB', 'SPACE', 'PRON']	False	False	0	False	False	False	False	0	5	False	nsubj	False	False
7	82	4	1	12	False	['AUX', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADV', 'SPACE', 'PART']	False	False	3	False	False	False	True	0	15	False	dobj	False	False
7	82	4	1	12	False	['AUX', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADV', 'SPACE', 'PART']	False	False	3	False	False	False	True	0	15	False	dobj	False	False
5	30	3	1	3	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'PART']	False	False	0	False	False	False	False	0	19	False	nsubj	False	False
1	39	1	0	3	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'VERB', 'SPACE', 'ADV']	False	False	2	False	False	False	True	0	23	False	nsubj	False	False
17	18	1	4	0	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
5	16	1	1	1	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'PART']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
1	39	4	0	4	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'VERB']	False	False	3	False	False	False	True	0	9	False	nsubjpass	False	False
30	42	3	4	2	False	['NOUN', 'SPACE', 'ADP', 'SPACE', 'PUNCT', 'SPACE', 'VERB', 'SPACE']	False	False	0	False	False	False	False	0	6	False	pobj	False	False
30	42	3	4	2	False	['NOUN', 'SPACE', 'ADP', 'SPACE', 'PUNCT', 'SPACE', 'VERB', 'SPACE']	False	False	0	False	False	False	False	0	6	False	pobj	False	False
1	10	1	0	0	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'ADV']	False	False	1	False	False	False	False	0	0	False	nsubj	False	False
3	13	2	0	1	False	['ABS', 'ABS', 'CCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'DET']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
5	10	1	1	0	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'ADJ']	False	False	1	False	False	False	False	0	0	False	nsubj	False	False
3	14	1	0	1	False	['ABS', 'ABS', 'CCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'ADV']	False	False	1	False	False	False	True	0	0	False	nsubj	False	False
48	59	6	7	2	False	['CCONJ', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'PRON']	False	False	0	False	False	False	False	0	1	False	dobj	False	False
5	11	2	1	0	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'PUNCT', 'SPACE']	False	False	0	False	False	False	False	0	1	False	dobj	False	False
11	16	1	1	1	False	['PART', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'PRON']	False	False	0	False	False	False	False	0	1	False	dobj	False	False
24	29	2	2	0	False	['SPACE', 'ADV', 'PUNCT', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'VERB']	False	False	0	False	False	False	False	0	0	False	nsubjpass	False	False
3	36	3	0	5	False	['ABS', 'ABS', 'CCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'VERB']	False	False	0	False	False	False	False	0	19	False	nsubj	False	False
8	14	2	1	0	False	['PART', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'SPACE', 'PROPN', 'SPACE']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
1	17	2	0	1	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'AUX']	False	False	1	False	False	False	False	0	12	False	nsubjpass	False	False
13	14	1	2	0	False	['PART', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
1	12	2	0	0	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'PART']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
29	40	4	1	1	False	['ADV', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'VERB']	False	False	1	False	False	False	True	0	0	False	nsubj	False	False
27	38	3	2	0	False	['SPACE', 'ADJ', 'PUNCT', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'ADV']	False	False	1	False	False	False	False	0	0	False	nsubj	False	False
9	10	1	1	0	False	['PART', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
3	8	1	0	0	False	['ABS', 'ABS', 'AUX', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'ADJ']	False	False	1	False	False	False	False	0	0	False	nsubj	False	False
7	14	1	0	0	False	['SCONJ', 'SPACE', 'AUX', 'SPACE', 'SPACE', 'PART', 'SPACE', 'AUX']	False	False	1	False	False	False	False	0	0	False	nsubj	False	False
1	95	7	0	10	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'DET']	False	False	6	False	False	False	True	0	47	False	nsubj	False	False
23	36	4	2	0	False	['ADP', 'PUNCT', 'CCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'VERB']	False	False	1	False	False	False	False	0	5	False	nsubj	False	False
15	16	1	2	0	False	['ADJ', 'SPACE', 'ADP', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	pobj	False	False
11	14	2	1	0	False	['PART', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'VERB', 'PUNCT', 'ABS']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
7	12	1	1	1	False	['NOUN', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'NOUN']	False	False	0	False	False	False	False	0	1	False	dobj	False	False
3	24	1	0	2	False	['ABS', 'ABS', 'CCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'ADV']	False	False	1	False	False	False	True	0	11	False	nsubj	False	False
6	15	2	0	1	False	['SPACE', 'NOUN', 'PUNCT', 'SPACE', 'SPACE', 'VERB', 'SPACE', 'PROPN']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
9	14	1	1	0	False	['AUX', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'PRON', 'SPACE', 'ADV']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
19	26	3	3	1	False	['ADV', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'VERB']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
8	17	1	1	1	False	['PART', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'ADP']	False	False	0	False	False	False	False	0	3	False	nsubj	False	False
1	12	1	0	1	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'ADP']	False	False	1	False	False	False	True	0	3	False	nsubj	False	False
25	36	2	3	1	False	['CCONJ', 'SPACE', 'ADV', 'SPACE', 'SPACE', 'VERB', 'SPACE', 'DET']	False	False	1	False	False	False	True	0	0	False	nsubj	False	False
43	50	3	6	0	False	['NOUN', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'VERB']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
7	19	2	1	1	False	['AUX', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'ADJ']	False	False	1	False	False	False	False	0	1	False	dobj	False	False
7	19	2	1	1	False	['AUX', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'ADJ']	False	False	1	False	False	False	False	0	1	False	dobj	False	False
8	18	2	1	2	False	['PART', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'DET', 'SPACE', 'NOUN']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
1	9	1	0	0	False	['ABS', 'ABS', 'ABS', 'ABS', 'AUX', 'SPACE', 'ADV', 'SPACE']	False	False	1	False	False	False	False	0	0	False	nsubj	False	False
18	33	2	1	2	False	['PUNCT', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'DET']	False	False	1	False	False	False	True	0	1	False	dobj	False	False
57	62	8	7	1	False	['NOUN', 'SPACE', 'ADP', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'NOUN']	False	False	0	False	False	False	False	0	1	False	pobj	False	False
16	25	1	2	0	False	['VERB', 'SPACE', 'SCONJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'AUX']	False	False	0	False	False	False	False	0	0	False	nsubjpass	False	False
7	10	1	1	0	False	['PRON', 'SPACE', 'AUX', 'SPACE', 'SPACE', 'VERB', 'PUNCT', 'ABS']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
7	37	2	1	4	False	['PROPN', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'VERB', 'PUNCT', 'SPACE']	False	False	1	False	False	False	False	0	12	False	nsubj	False	False
7	37	2	1	4	False	['PROPN', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'VERB', 'PUNCT', 'SPACE']	False	False	1	False	False	False	False	0	12	False	nsubj	False	False
11	21	2	2	1	False	['PROPN', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'VERB', 'PUNCT', 'SPACE']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
16	28	3	2	1	False	['ADP', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'VERB', 'SPACE', 'ADV']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
1	70	4	0	8	False	['ABS', 'ABS', 'ABS', 'ABS', 'SPACE', 'AUX', 'SPACE', 'ADJ']	False	False	4	False	False	False	False	0	53	False	nsubj	False	False
3	16	1	0	1	False	['ABS', 'ABS', 'ADV', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'ADV']	False	False	1	False	False	False	False	0	7	False	nsubj	False	False
1	16	2	0	0	False	['ABS', 'ABS', 'ABS', 'ABS', 'AUX', 'SPACE', 'ADV', 'SPACE']	False	False	2	False	False	False	False	0	4	False	nsubj	False	False
28	35	4	3	0	False	['AUX', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'PRON', 'SPACE', 'DET']	False	False	1	False	False	False	False	0	0	False	dobj	False	False
32	33	2	4	0	False	['NOUN', 'SPACE', 'ADP', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	pobj	False	False
5	21	2	1	2	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADV', 'SPACE', 'ADP']	False	False	0	False	False	False	False	0	3	False	dobj	False	False
5	21	2	1	2	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADV', 'SPACE', 'ADP']	False	False	0	False	False	False	False	0	3	False	dobj	False	False
15	58	4	2	6	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'DET']	False	False	2	False	False	False	True	0	1	False	dobj	False	False
15	58	4	2	6	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADP', 'SPACE', 'DET']	False	False	2	False	False	False	True	0	1	False	dobj	False	False
17	18	1	2	0	False	['ADP', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'ABS', 'ABS', 'ABS']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
7	15	2	0	0	False	['ADV', 'SPACE', 'ADJ', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'ADV']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
38	53	3	7	3	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'DET', 'SPACE', 'NOUN']	False	False	0	False	False	False	False	0	5	False	dobj	False	False
9	37	2	1	4	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'PUNCT', 'SPACE', 'SCONJ', 'SPACE']	False	False	1	False	False	False	True	0	12	False	dobj	False	False
8	21	1	1	1	False	['AUX', 'SPACE', 'ADJ', 'SPACE', 'SPACE', 'VERB', 'SPACE', 'ADV']	False	False	1	False	False	False	False	0	7	False	nsubj	False	False
20	25	3	2	0	False	['NOUN', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'ADV', 'SPACE', 'ADV']	False	False	0	False	False	False	False	0	0	False	dobj	False	False
7	14	1	1	0	False	['PRON', 'SPACE', 'VERB', 'SPACE', 'SPACE', 'AUX', 'SPACE', 'DET']	False	False	0	False	False	False	False	0	0	False	nsubj	False	False
